scheduler,id,arrival,burst,start,exit,waiting,turnaround,response
FCFS,62,9692,74,23841,23915,14149,14223,14149
FCFS,485,9708,5,23915,23920,14207,14212,14207
FCFS,274,9719,91,23920,24011,14201,14292,14201
FCFS,152,9721,16,24011,24027,14290,14306,14290
FCFS,457,9760,26,24027,24053,14267,14293,14267
FCFS,110,9762,3,24053,24056,14291,14294,14291
FCFS,146,9789,87,24056,24143,14267,14354,14267
FCFS,476,9817,37,24143,24180,14326,14363,14326
FCFS,444,9823,92,24180,24272,14357,14449,14357
FCFS,434,9827,9,24272,24281,14445,14454,14445
FCFS,394,9874,17,24281,24298,14407,14424,14407
FCFS,246,9874,54,24298,24352,14424,14478,14424
FCFS,252,9888,5,24352,24357,14464,14469,14464
FCFS,372,9907,26,24357,24383,14450,14476,14450
FCFS,143,9914,54,24383,24437,14469,14523,14469
FCFS,191,9925,5,24437,24442,14512,14517,14512
FCFS,436,9949,31,24442,24473,14493,14524,14493
FCFS,211,9986,21,24473,24494,14487,14508,14487
FCFS,29,9998,71,24494,24565,14496,14567,14496
scheduler,id,arrival,burst,start,exit,waiting,turnaround,response
SRTF,379,4,18,4,22,0,18,0
SRTF,87,64,36,64,100,0,36,0
SRTF,260,98,85,100,185,2,87,2
SRTF,336,154,12,192,204,38,50,38
SRTF,65,161,7,185,192,24,31,24
SRTF,30,189,28,204,232,15,43,15
SRTF,315,190,67,464,531,274,341,274
SRTF,203,197,59,352,411,155,214,155
SRTF,195,202,96,22307,22403,22105,22201,22105
SRTF,121,206,44,232,276,26,70,26
SRTF,290,225,56,280,336,55,111,55
SRTF,235,262,4,276,280,14,18,14
SRTF,309,301,16,336,352,35,51,35
SRTF,97,391,19,411,430,20,39,20
SRTF,486,412,23,441,464,29,52,29
SRTF,477,417,11,430,441,13,24,13
SRTF,7,466,12,537,549,71,83,71
SRTF,116,502,56,987,1043,485,541,485
SRTF,410,512,6,531,537,19,25,19
SRTF,346,537,26,549,575,12,38,12
SRTF,413,559,64,1475,1539,916,980,916
SRTF,326,569,5,575,580,6,11,6
SRTF,367,574,28,580,608,6,34,6
SRTF,419,580,33,616,649,36,69,36
SRTF,310,606,8,608,616,2,10,2
SRTF,392,635,44,649,693,14,58,14
SRTF,212,659,55,773,828,114,169,114
SRTF,165,663,28,693,721,30,58,30
SRTF,180,698,46,725,771,27,73,27
SRTF,312,699,4,721,725,22,26,22
SRTF,489,728,2,771,773,43,45,43
SRTF,12,769,99,23471,23570,22702,22801,22702
SRTF,52,775,14,834,848,59,73,59
SRTF,338,784,46,941,987,157,203,157
SRTF,482,825,6,828,834,3,9,3
SRTF,397,830,25,848,873,18,43,18
SRTF,453,851,66,2455,2521,1604,1670,1604
SRTF,364,853,86,17588,17674,16735,16821,16735
SRTF,182,854,6,873,879,19,25,19
SRTF,2,860,24,879,903,19,43,19
SRTF,128,863,80,15679,15759,14816,14896,14816
SRTF,383,876,64,1630,1694,754,818,754
SRTF,77,878,38,903,941,25,63,25
SRTF,266,956,64,2297,2361,1341,1405,1341
SRTF,316,980,96,22403,22499,21423,21519,21423
SRTF,67,995,13,1052,1065,57,70,57
SRTF,70,1016,9,1043,1052,27,36,27
SRTF,59,1021,18,1065,1083,44,62,44
SRTF,114,1028,63,1349,1412,321,384,321
SRTF,283,1045,30,1106,1136,61,91,61
SRTF,141,1059,31,1136,1167,77,108,77
SRTF,306,1060,80,15759,15839,14699,14779,14699
SRTF,466,1066,84,16660,16744,15594,15678,15594
SRTF,304,1069,23,1083,1106,14,37,14
SRTF,409,1081,41,1201,1242,120,161,120
SRTF,496,1122,73,12643,12716,11521,11594,11521
SRTF,368,1148,87,18190,18277,17042,17129,17042
SRTF,404,1150,34,1167,1201,17,51,17
SRTF,248,1154,50,1242,1292,88,138,88
SRTF,18,1184,86,17674,17760,16490,16576,16490
SRTF,319,1184,93,20892,20985,19708,19801,19708
SRTF,276,1218,63,1412,1475,194,257,194
SRTF,36,1267,69,2684,2753,1417,1486,1417
SRTF,174,1291,33,1292,1325,1,34,1
SRTF,155,1306,24,1325,1349,19,43,19
SRTF,337,1409,90,19160,19250,17751,17841,17751
SRTF,126,1484,47,1539,1586,55,102,55
SRTF,168,1495,100,24065,24165,22570,22670,22570
SRTF,37,1528,99,23570,23669,22042,22141,22042
SRTF,498,1571,9,1586,1595,15,24,15
SRTF,55,1585,35,1595,1630,10,45,10
SRTF,178,1636,29,1719,1748,83,112,83
SRTF,253,1648,94,21078,21172,19430,19524,19430
SRTF,151,1663,96,22499,22595,20836,20932,20836
SRTF,408,1664,42,1748,1790,84,126,84
SRTF,138,1678,49,1810,1859,132,181,132
SRTF,424,1679,70,11865,11935,10186,10256,10186
SRTF,11,1685,89,18715,18804,17030,17119,17030
SRTF,333,1686,70,11935,12005,10249,10319,10249
SRTF,454,1687,79,15205,15284,13518,13597,13518
SRTF,285,1693,81,15839,15920,14146,14227,14146
SRTF,393,1693,25,1694,1719,1,26,1
SRTF,189,1707,56,2163,2219,456,512,456
SRTF,220,1734,53,2039,2092,305,358,305
SRTF,134,1757,20,1790,1810,33,53,33
SRTF,229,1802,78,14893,14971,13091,13169,13091
SRTF,323,1816,51,1899,1950,83,134,83
SRTF,348,1841,86,17760,17846,15919,16005,15919
SRTF,221,1843,23,1876,1899,33,56,33
SRTF,172,1853,17,1859,1876,6,23,6
SRTF,328,1895,92,19972,20064,18077,18169,18077
SRTF,34,1899,83,16328,16411,14429,14512,14429
SRTF,205,1930,49,1990,2039,60,109,60
SRTF,406,1931,40,1950,1990,19,59,19
SRTF,224,1959,74,12935,13009,10976,11050,10976
SRTF,217,1986,95,21642,21737,19656,19751,19656
SRTF,166,1998,92,20064,20156,18066,18158,18066
SRTF,91,2027,61,2233,2294,206,267,206
SRTF,26,2047,19,2110,2129,63,82,63
SRTF,239,2049,34,2129,2163,80,114,80
SRTF,86,2062,4,2092,2096,30,34,30
SRTF,473,2082,14,2096,2110,14,28,14
SRTF,430,2141,94,21172,21266,19031,19125,19031
SRTF,261,2200,14,2219,2233,19,33,19
SRTF,303,2205,75,13453,13528,11248,11323,11248
SRTF,247,2255,3,2294,2297,39,42,39
SRTF,307,2327,95,21737,21832,19410,19505,19410
SRTF,199,2327,26,2361,2387,34,60,34
SRTF,355,2368,26,2404,2430,36,62,36
SRTF,227,2385,17,2387,2404,2,19,2
SRTF,456,2427,8,2430,2438,3,11,3
SRTF,14,2433,17,2438,2455,5,22,5
SRTF,106,2454,72,12427,12499,9973,10045,9973
SRTF,432,2479,24,2522,2546,43,67,43
SRTF,443,2489,84,16744,16828,14255,14339,14255
SRTF,375,2491,56,2546,2602,55,111,55
SRTF,493,2504,84,16828,16912,14324,14408,14324
SRTF,210,2511,1,2521,2522,10,11,10
SRTF,258,2557,23,2630,2653,73,96,73
SRTF,24,2558,12,2602,2614,44,56,44
SRTF,89,2568,31,2653,2684,85,116,85
SRTF,45,2612,16,2614,2630,2,18,2
SRTF,147,2693,57,3094,3151,401,458,401
SRTF,92,2695,54,2931,2985,236,290,236
SRTF,108,2731,39,2753,2792,22,61,22
SRTF,329,2733,42,2792,2834,59,101,59
SRTF,31,2734,78,14971,15049,12237,12315,12237
SRTF,460,2738,44,2846,2890,108,152,108
SRTF,427,2744,75,13528,13603,10784,10859,10784
SRTF,27,2747,76,14203,14279,11456,11532,11456
SRTF,495,2786,63,3305,3368,519,582,519
SRTF,129,2790,85,17248,17333,14458,14543,14458
SRTF,345,2806,73,12716,12789,9910,9983,9910
SRTF,213,2811,6,2834,2840,23,29,23
SRTF,403,2838,86,17846,17932,15008,15094,15008
SRTF,448,2839,6,2840,2846,1,7,1
SRTF,440,2849,95,21832,21927,18983,19078,18983
SRTF,265,2869,38,2890,2928,21,59,21
SRTF,219,2911,3,2928,2931,17,20,17
SRTF,201,2931,89,18804,18893,15873,15962,15873
SRTF,352,2950,48,3023,3071,73,121,73
SRTF,262,2961,66,10991,11057,8030,8096,8030
SRTF,494,2967,65,3747,3812,780,845,780
SRTF,317,2975,67,11321,11388,8346,8413,8346
SRTF,223,2976,37,2985,3022,9,46,9
SRTF,32,3005,95,21927,22022,18922,19017,18922
SRTF,334,3009,1,3022,3023,13,14,13
SRTF,378,3051,23,3071,3094,20,43,20
SRTF,58,3073,75,13603,13678,10530,10605,10530
SRTF,101,3099,13,3166,3179,67,80,67
SRTF,104,3104,20,3183,3203,79,99,79
SRTF,242,3108,72,12499,12571,9391,9463,9391
SRTF,376,3124,7,3151,3158,27,34,27
SRTF,422,3147,21,3203,3224,56,77,56
SRTF,54,3152,5,3161,3166,9,14,9
SRTF,144,3157,3,3158,3161,1,4,1
SRTF,245,3170,34,3224,3258,54,88,54
SRTF,311,3170,4,3179,3183,9,13,9
SRTF,139,3242,14,3258,3272,16,30,16
SRTF,481,3267,33,3272,3305,5,38,5
SRTF,169,3304,64,3670,3734,366,430,366
SRTF,320,3327,32,3379,3411,52,84,52
SRTF,416,3343,56,3543,3599,200,256,200
SRTF,289,3354,10,3368,3378,14,24,14
SRTF,471,3373,1,3378,3379,5,6,5
SRTF,20,3385,59,3611,3670,226,285,226
SRTF,321,3394,50,3411,3461,17,67,17
SRTF,308,3420,75,13678,13753,10258,10333,10258
SRTF,286,3436,5,3461,3466,25,30,25
SRTF,305,3444,55,3466,3521,22,77,22
SRTF,282,3446,79,15284,15363,11838,11917,11838
SRTF,425,3506,4,3521,3525,15,19,15
SRTF,194,3510,18,3525,3543,15,33,15
SRTF,38,3556,12,3599,3611,43,55,43
SRTF,99,3561,67,11388,11455,7827,7894,7827
SRTF,175,3581,84,16912,16996,13331,13415,13331
SRTF,148,3627,75,13753,13828,10126,10201,10126
SRTF,414,3672,98,22981,23079,19309,19407,19309
SRTF,179,3696,13,3734,3747,38,51,38
SRTF,164,3748,50,3839,3889,91,141,91
SRTF,170,3763,27,3812,3839,49,76,49
SRTF,366,3769,90,19250,19340,15481,15571,15481
SRTF,113,3840,62,4296,4358,456,518,456
SRTF,60,3843,76,14279,14355,10436,10512,10436
SRTF,374,3854,59,3889,3948,35,94,35
SRTF,330,3863,61,3995,4056,132,193,132
SRTF,39,3890,25,3967,3992,77,102,77
SRTF,465,3913,19,3948,3967,35,54,35
SRTF,56,3943,87,18277,18364,14334,14421,14334
SRTF,480,3974,3,3992,3995,18,21,18
SRTF,273,3987,79,15363,15442,11376,11455,11376
SRTF,458,4000,51,4077,4128,77,128,77
SRTF,332,4014,21,4056,4077,42,63,42
SRTF,234,4061,77,14431,14508,10370,10447,10370
SRTF,417,4070,59,4171,4230,101,160,101
SRTF,497,4079,17,4140,4157,61,78,61
SRTF,469,4107,12,4128,4140,21,33,21
SRTF,386,4142,74,13009,13083,8867,8941,8867
SRTF,365,4146,14,4157,4171,11,25,11
SRTF,256,4199,17,4230,4247,31,48,31
SRTF,196,4218,49,4247,4296,29,78,29
SRTF,423,4249,70,12005,12075,7756,7826,7756
SRTF,209,4282,99,23669,23768,19387,19486,19387
SRTF,66,4297,46,4358,4404,61,107,61
SRTF,468,4380,20,4404,4424,24,44,24
SRTF,198,4389,85,17333,17418,12944,13029,12944
SRTF,163,4413,60,4424,4484,11,71,11
SRTF,8,4426,55,4719,4774,293,348,293
SRTF,264,4433,51,4544,4595,111,162,111
SRTF,437,4452,40,4484,4524,32,72,32
SRTF,391,4465,90,19340,19430,14875,14965,14875
SRTF,120,4488,58,4958,5016,470,528,470
SRTF,270,4493,98,23079,23177,18586,18684,18586
SRTF,358,4495,8,4524,4532,29,37,29
SRTF,277,4496,98,23177,23275,18681,18779,18681
SRTF,249,4499,12,4532,4544,33,45,33
SRTF,241,4548,95,22022,22117,17474,17569,17474
SRTF,19,4555,13,4595,4608,40,53,40
SRTF,279,4555,38,4608,4646,53,91,53
SRTF,447,4611,79,15442,15521,10831,10910,10831
SRTF,140,4636,15,4652,4667,16,31,16
SRTF,298,4642,6,4646,4652,4,10,4
SRTF,33,4658,52,4667,4719,9,61,9
SRTF,278,4735,52,4836,4888,101,153,101
SRTF,228,4736,85,17418,17503,12682,12767,12682
SRTF,181,4737,35,4801,4836,64,99,64
SRTF,395,4752,13,4774,4787,22,35,22
SRTF,373,4777,14,4787,4801,10,24,10
SRTF,354,4780,81,15920,16001,11140,11221,11140
SRTF,80,4859,65,5016,5081,157,222,157
SRTF,382,4869,15,4896,4911,27,42,27
SRTF,79,4887,8,4888,4896,1,9,1
SRTF,291,4893,17,4911,4928,18,35,18
SRTF,272,4911,30,4928,4958,17,47,17
SRTF,193,4931,65,10796,10861,5865,5930,5865
SRTF,263,4973,75,13828,13903,8855,8930,8855
SRTF,16,5051,84,16996,17080,11945,12029,11945
SRTF,459,5052,45,5081,5126,29,74,29
SRTF,111,5056,77,14508,14585,9452,9529,9452
SRTF,499,5073,75,13903,13978,8830,8905,8830
SRTF,313,5088,56,5196,5252,108,164,108
SRTF,500,5104,15,5126,5141,22,37,22
SRTF,132,5116,99,23768,23867,18652,18751,18652
SRTF,122,5134,45,5141,5186,7,52,7
SRTF,188,5172,10,5186,5196,14,24,14
SRTF,398,5177,68,11522,11590,6345,6413,6345
SRTF,429,5188,62,5361,5423,173,235,173
SRTF,4,5191,62,5446,5508,255,317,255
SRTF,380,5222,38,5278,5316,56,94,56
SRTF,171,5232,63,10543,10606,5311,5374,5311
SRTF,412,5237,26,5252,5278,15,41,15
SRTF,187,5249,66,11057,11123,5808,5874,5808
SRTF,94,5258,91,19790,19881,14532,14623,14532
SRTF,85,5276,45,5316,5361,40,85,40
SRTF,15,5311,62,10295,10357,4984,5046,4984
SRTF,381,5315,99,23867,23966,18552,18651,18552
SRTF,462,5387,70,12075,12145,6688,6758,6688
SRTF,3,5390,23,5423,5446,33,56,33
SRTF,41,5393,85,17503,17588,12110,12195,12110
SRTF,240,5423,92,20156,20248,14733,14825,14733
SRTF,327,5442,82,16082,16164,10640,10722,10640
SRTF,150,5450,74,13083,13157,7633,7707,7633
SRTF,90,5463,19,5508,5527,45,64,45
SRTF,49,5486,42,5527,5569,41,83,41
SRTF,162,5530,58,8424,8482,2894,2952,2894
SRTF,233,5534,45,5623,5668,89,134,89
SRTF,192,5535,33,5569,5602,34,67,34
SRTF,464,5536,68,11590,11658,6054,6122,6054
SRTF,254,5539,94,21266,21360,15727,15821,15727
SRTF,161,5575,8,5602,5610,27,35,27
SRTF,9,5578,13,5610,5623,32,45,32
SRTF,259,5592,79,15521,15600,9929,10008,9929
SRTF,153,5592,72,12571,12643,6979,7051,6979
SRTF,343,5596,45,5668,5713,72,117,72
SRTF,294,5600,84,17080,17164,11480,11564,11480
SRTF,95,5618,74,13157,13231,7539,7613,7539
SRTF,351,5625,63,10606,10669,4981,5044,4981
SRTF,64,5675,17,5716,5733,41,58,41
SRTF,377,5691,3,5713,5716,22,25,22
SRTF,268,5699,38,5738,5776,39,77,39
SRTF,470,5726,47,5786,5833,60,107,60
SRTF,461,5732,5,5733,5738,1,6,1
SRTF,5,5734,96,22595,22691,16861,16957,16861
SRTF,484,5745,10,5776,5786,31,41,31
SRTF,225,5759,74,13231,13305,7472,7546,7472
SRTF,190,5791,30,5887,5917,96,126,96
SRTF,344,5801,27,5833,5860,32,59,32
SRTF,324,5854,19,5860,5879,6,25,6
SRTF,184,5855,69,11658,11727,5803,5872,5803
SRTF,157,5864,8,5879,5887,15,23,15
SRTF,450,5878,51,6139,6190,261,312,261
SRTF,438,5881,36,5937,5973,56,92,56
SRTF,98,5892,39,5973,6012,81,120,81
SRTF,288,5895,4,5917,5921,22,26,22
SRTF,145,5915,16,5921,5937,6,22,6
SRTF,363,5919,56,6825,6881,906,962,906
SRTF,402,5949,100,24165,24265,18216,18316,18216
SRTF,123,5977,32,6014,6046,37,69,37
SRTF,347,5986,47,6065,6112,79,126,79
SRTF,492,5988,2,6012,6014,24,26,24
SRTF,360,6002,52,6323,6375,321,373,321
SRTF,275,6015,51,6235,6286,220,271,220
SRTF,133,6019,19,6046,6065,27,46,27
SRTF,318,6102,27,6112,6139,10,37,10
SRTF,100,6184,45,6190,6235,6,51,6
SRTF,251,6197,54,6492,6546,295,349,295
SRTF,48,6235,53,6393,6446,158,211,158
SRTF,6,6265,37,6286,6323,21,58,21
SRTF,102,6278,92,20248,20340,13970,14062,13970
SRTF,236,6287,62,10357,10419,4070,4132,4070
SRTF,206,6287,77,14585,14662,8298,8375,8298
SRTF,369,6293,78,15049,15127,8756,8834,8756
SRTF,250,6295,65,10861,10926,4566,4631,4566
SRTF,452,6303,57,6886,6943,583,640,583
SRTF,81,6331,86,17932,18018,11601,11687,11601
SRTF,136,6374,18,6375,6393,1,19,1
SRTF,21,6396,19,6446,6465,50,69,50
SRTF,17,6420,89,18893,18982,12473,12562,12473
SRTF,72,6439,27,6465,6492,26,53,26
SRTF,370,6457,88,18451,18539,11994,12082,11994
SRTF,433,6484,55,6571,6626,87,142,87
SRTF,186,6528,25,6546,6571,18,43,18
SRTF,215,6546,81,16001,16082,9455,9536,9455
SRTF,173,6585,73,12789,12862,6204,6277,6204
SRTF,361,6614,79,15600,15679,8986,9065,8986
SRTF,232,6616,51,6626,6677,10,61,10
SRTF,431,6617,95,22117,22212,15500,15595,15500
SRTF,356,6655,36,6702,6738,47,83,47
SRTF,439,6665,24,6678,6702,13,37,13
SRTF,142,6668,1,6677,6678,9,10,9
SRTF,226,6694,83,16411,16494,9717,9800,9717
SRTF,325,6709,21,6738,6759,29,50,29
SRTF,96,6736,90,19430,19520,12694,12784,12694
SRTF,475,6748,38,6759,6797,11,49,11
SRTF,156,6776,28,6797,6825,21,49,21
SRTF,390,6799,86,18018,18104,11219,11305,11219
SRTF,455,6833,75,13978,14053,7145,7220,7145
SRTF,74,6863,5,6881,6886,18,23,18
SRTF,63,6873,58,8636,8694,1763,1821,1763
SRTF,137,6892,47,7079,7126,187,234,187
SRTF,284,6893,51,7255,7306,362,413,362
SRTF,442,6905,66,11123,11189,4218,4284,4218
SRTF,117,6910,33,6979,7012,69,102,69
SRTF,119,6938,6,6943,6949,5,11,5
SRTF,269,6944,50,7153,7203,209,259,209
SRTF,13,6949,30,6949,6979,0,30,0
SRTF,387,6966,39,7012,7051,46,85,46
SRTF,350,6971,94,21360,21454,14389,14483,14389
SRTF,420,7004,53,7306,7359,302,355,302
SRTF,292,7022,74,13305,13379,6283,6357,6283
SRTF,385,7027,28,7051,7079,24,52,24
SRTF,125,7035,61,9324,9385,2289,2350,2289
SRTF,46,7041,57,7359,7416,318,375,318
SRTF,388,7079,57,8264,8321,1185,1242,1185
SRTF,214,7098,92,20340,20432,13242,13334,13242
SRTF,50,7099,58,9053,9111,1954,2012,1954
SRTF,204,7125,27,7126,7153,1,28,1
SRTF,243,7158,39,7216,7255,58,97,58
SRTF,490,7164,13,7203,7216,39,52,39
SRTF,342,7206,90,19520,19610,12314,12404,12314
SRTF,84,7208,89,18982,19071,11774,11863,11774
SRTF,105,7215,92,20432,20524,13217,13309,13217
SRTF,426,7253,94,21454,21548,14201,14295,14201
SRTF,1,7270,96,22691,22787,15421,15517,15421
SRTF,177,7280,92,20524,20616,13244,13336,13244
SRTF,301,7339,77,14662,14739,7323,7400,7323
SRTF,341,7343,78,15127,15205,7784,7862,7784
SRTF,115,7385,25,7425,7450,40,65,40
SRTF,441,7390,6,7416,7422,26,32,26
SRTF,185,7392,47,7498,7545,106,153,106
SRTF,154,7392,76,14355,14431,6963,7039,6963
SRTF,244,7400,26,7450,7476,50,76,50
SRTF,415,7404,59,9265,9324,1861,1920,1861
SRTF,130,7408,75,14053,14128,6645,6720,6645
SRTF,435,7421,3,7422,7425,1,4,1
SRTF,331,7455,22,7476,7498,21,43,21
SRTF,371,7509,2,7545,7547,36,38,36
SRTF,44,7513,23,7557,7580,44,67,44
SRTF,159,7526,36,7588,7624,62,98,62
SRTF,487,7543,10,7547,7557,4,14,4
SRTF,176,7554,77,14739,14816,7185,7262,7185
SRTF,57,7555,93,20985,21078,13430,13523,13430
SRTF,405,7560,8,7580,7588,20,28,20
SRTF,340,7560,49,7803,7852,243,292,243
SRTF,135,7574,57,8367,8424,793,850,793
SRTF,488,7587,44,7624,7668,37,81,37
SRTF,68,7629,40,7668,7708,39,79,39
SRTF,483,7668,50,7857,7907,189,239,189
SRTF,299,7679,53,8211,8264,532,585,532
SRTF,297,7683,34,7708,7742,25,59,25
SRTF,124,7721,45,7758,7803,37,82,37
SRTF,467,7723,97,22787,22884,15064,15161,15064
SRTF,35,7734,16,7742,7758,8,24,8
SRTF,202,7777,86,18104,18190,10327,10413,10327
SRTF,411,7805,52,8158,8210,353,405,353
SRTF,335,7806,5,7852,7857,46,51,46
SRTF,25,7849,61,9546,9607,1697,1758,1697
SRTF,127,7858,21,7907,7928,49,70,49
SRTF,71,7869,50,7957,8007,88,138,88
SRTF,73,7892,66,11189,11255,3297,3363,3297
SRTF,75,7916,29,7928,7957,12,41,12
SRTF,389,7987,17,8016,8033,29,46,29
SRTF,61,7989,9,8007,8016,18,27,18
SRTF,353,7992,61,10112,10173,2120,2181,2120
SRTF,167,7994,41,8059,8100,65,106,65
SRTF,295,7996,88,18539,18627,10543,10631,10543
SRTF,463,8002,26,8033,8059,31,57,31
SRTF,200,8004,63,10669,10732,2665,2728,2665
SRTF,88,8006,70,12145,12215,4139,4209,4139
SRTF,281,8050,88,18627,18715,10577,10665,10577
SRTF,339,8096,34,8100,8134,4,38,4
SRTF,112,8110,92,20616,20708,12506,12598,12506
SRTF,231,8120,1,8134,8135,14,15,14
SRTF,421,8130,22,8135,8157,5,27,5
SRTF,109,8154,1,8157,8158,3,4,3
SRTF,230,8155,73,12862,12935,4707,4780,4707
SRTF,183,8164,82,16164,16246,8000,8082,8000
SRTF,357,8173,1,8210,8211,37,38,37
SRTF,300,8208,66,11255,11321,3047,3113,3047
SRTF,53,8226,95,22212,22307,13986,14081,13986
SRTF,478,8306,100,24265,24365,15959,16059,15959
SRTF,401,8308,18,8321,8339,13,31,13
SRTF,396,8311,84,17164,17248,8853,8937,8853
SRTF,322,8319,61,10173,10234,1854,1915,1854
SRTF,10,8322,23,8344,8367,22,45,22
SRTF,218,8338,5,8339,8344,1,6,1
SRTF,267,8352,98,23275,23373,14923,15021,14923
SRTF,103,8392,58,9149,9207,757,815,757
SRTF,43,8433,53,8566,8619,133,186,133
SRTF,257,8445,47,8482,8529,37,84,37
SRTF,449,8527,94,21548,21642,13021,13115,13021
SRTF,76,8529,37,8529,8566,0,37,0
SRTF,82,8571,17,8619,8636,48,65,48
SRTF,22,8666,49,8694,8743,28,77,28
SRTF,222,8680,53,8743,8796,63,116,63
SRTF,83,8684,71,12285,12356,3601,3672,3601
SRTF,349,8716,56,8997,9053,281,337,281
SRTF,287,8754,29,8796,8825,42,71,42
SRTF,131,8755,36,8858,8894,103,139,103
SRTF,42,8792,100,24365,24465,15573,15673,15573
SRTF,207,8800,33,8825,8858,25,58,25
SRTF,479,8808,77,14816,14893,6008,6085,6008
SRTF,237,8815,65,10926,10991,2111,2176,2111
SRTF,40,8838,52,8934,8986,96,148,96
SRTF,491,8867,40,8894,8934,27,67,27
SRTF,160,8901,90,19610,19700,10709,10799,10709
SRTF,400,8932,67,11455,11522,2523,2590,2523
SRTF,472,8945,90,19700,19790,10755,10845,10755
SRTF,197,8958,11,8986,8997,28,39,28
SRTF,474,8967,64,10732,10796,1765,1829,1765
SRTF,107,8996,61,10234,10295,1238,1299,1238
SRTF,296,9007,69,11727,11796,2720,2789,2720
SRTF,118,9062,38,9111,9149,49,87,49
SRTF,451,9087,62,10419,10481,1332,1394,1332
SRTF,280,9146,97,22884,22981,13738,13835,13738
SRTF,293,9151,17,9216,9233,65,82,65
SRTF,359,9163,99,23966,24065,14803,14902,14803
SRTF,28,9167,9,9207,9216,40,49,40
SRTF,384,9183,89,19071,19160,9888,9977,9888
SRTF,407,9204,83,16494,16577,7290,7373,7290
SRTF,445,9207,75,14128,14203,4921,4996,4921
SRTF,238,9208,32,9233,9265,25,57,25
SRTF,78,9268,83,16577,16660,7309,7392,7309
SRTF,23,9274,100,24465,24565,15191,15291,15191
SRTF,314,9331,25,9385,9410,54,79,54
SRTF,208,9339,98,23373,23471,14034,14132,14034
SRTF,362,9358,47,9410,9457,52,99,52
SRTF,302,9435,43,9457,9500,22,65,22
SRTF,428,9435,62,10481,10543,1046,1108,1046
SRTF,69,9467,42,9500,9542,33,75,33
SRTF,158,9474,92,20708,20800,11234,11326,11234
SRTF,271,9492,82,16246,16328,6754,6836,6754
SRTF,446,9540,4,9542,9546,2,6,2
SRTF,149,9555,12,9617,9629,62,74,62
SRTF,47,9555,39,9629,9668,74,113,74
SRTF,399,9561,10,9607,9617,46,56,46
SRTF,216,9561,69,11796,11865,2235,2304,2235
SRTF,255,9637,57,9668,9725,31,88,31
SRTF,418,9662,70,12215,12285,2553,2623,2553
SRTF,51,9670,39,9746,9785,76,115,76
SRTF,93,9687,39,9814,9853,127,166,127
SRTF,62,9692,74,13379,13453,3687,3761,3687
SRTF,485,9708,5,9725,9730,17,22,17
SRTF,274,9719,91,19881,19972,10162,10253,10162
SRTF,152,9721,16,9730,9746,9,25,9
SRTF,457,9760,26,9788,9814,28,54,28
SRTF,110,9762,3,9785,9788,23,26,23
SRTF,146,9789,87,18364,18451,8575,8662,8575
SRTF,476,9817,37,9862,9899,45,82,45
SRTF,444,9823,92,20800,20892,10977,11069,10977
SRTF,434,9827,9,9853,9862,26,35,26
SRTF,394,9874,17,9904,9921,30,47,30
SRTF,246,9874,54,9983,10037,109,163,109
SRTF,252,9888,5,9899,9904,11,16,11
SRTF,372,9907,26,9921,9947,14,40,14
SRTF,143,9914,54,10058,10112,144,198,144
SRTF,191,9925,5,9947,9952,22,27,22
SRTF,436,9949,31,9952,9983,3,34,3
SRTF,211,9986,21,10037,10058,51,72,51
SRTF,29,9998,71,12356,12427,2358,2429,2358
scheduler,id,arrival,burst,start,exit,waiting,turnaround,response
MLFQ,379,4,18,4,22,0,18,0
MLFQ,87,64,36,64,100,0,36,0
MLFQ,260,98,85,100,191,8,93,2
MLFQ,336,154,12,184,213,47,59,30
MLFQ,65,161,7,187,204,36,43,26
