scheduler,id,arrival,burst,start,exit,waiting,turnaround,response
FCFS,3940,4188,80,212075,212155,207887,207967,207887
FCFS,766,4188,64,212155,212219,207967,208031,207967
FCFS,9744,4190,49,212219,212268,208029,208078,208029
FCFS,7033,4195,86,212268,212354,208073,208159,208073
FCFS,3728,4195,8,212354,212362,208159,208167,208159
FCFS,6357,4196,65,212362,212427,208166,208231,208166
FCFS,7310,4196,27,212427,212454,208231,208258,208231
FCFS,1247,4197,9,212454,212463,208257,208266,208257
FCFS,1584,4197,26,212463,212489,208266,208292,208266
FCFS,4711,4198,5,212489,212494,208291,208296,208291
FCFS,256,4199,80,212494,212574,208295,208375,208295
FCFS,3573,4199,57,212574,212631,208375,208432,208375
FCFS,2853,4200,48,212631,212679,208431,208479,208431
FCFS,2174,4200,90,212679,212769,208479,208569,208479
FCFS,3478,4200,68,212769,212837,208569,208637,208569
FCFS,6365,4200,94,212837,212931,208637,208731,208637
FCFS,1243,4203,53,212931,212984,208728,208781,208728
FCFS,4408,4204,67,212984,213051,208780,208847,208780
FCFS,836,4206,90,213051,213141,208845,208935,208845
FCFS,5358,4206,63,213141,213204,208935,208998,208935
FCFS,7055,4207,3,213204,213207,208997,209000,208997
FCFS,879,4208,44,213207,213251,208999,209043,208999
FCFS,3088,4208,28,213251,213279,209043,209071,209043
FCFS,7717,4210,94,213279,213373,209069,209163,209069
FCFS,7849,4211,72,213373,213445,209162,209234,209162
FCFS,1995,4211,36,213445,213481,209234,209270,209234
FCFS,1037,4212,74,213481,213555,209269,209343,209269
FCFS,5968,4212,65,213555,213620,209343,209408,209343
FCFS,5143,4213,81,213620,213701,209407,209488,209407
FCFS,7739,4213,79,213701,213780,209488,209567,209488
FCFS,3268,4213,49,213780,213829,209567,209616,209567
FCFS,3293,4214,11,213829,213840,209615,209626,209615
FCFS,8974,4217,32,213840,213872,209623,209655,209623
FCFS,5010,4218,76,213872,213948,209654,209730,209654
FCFS,196,4218,61,213948,214009,209730,209791,209730
FCFS,9354,4218,94,214009,214103,209791,209885,209791
FCFS,8781,4218,32,214103,214135,209885,209917,209885
FCFS,6485,4222,82,214135,214217,209913,209995,209913
FCFS,7900,4223,96,214217,214313,209994,210090,209994
FCFS,1157,4223,29,214313,214342,210090,210119,210090
FCFS,7233,4224,96,214342,214438,210118,210214,210118
FCFS,2062,4225,6,214438,214444,210213,210219,210213
FCFS,1197,4225,50,214444,214494,210219,210269,210219
FCFS,986,4225,16,214494,214510,210269,210285,210269
FCFS,5730,4225,92,214510,214602,210285,210377,210285
FCFS,933,4227,86,214602,214688,210375,210461,210375
FCFS,9870,4228,7,214688,214695,210460,210467,210460
FCFS,7228,4228,79,214695,214774,210467,210546,210467
FCFS,8559,4228,46,214774,214820,210546,210592,210546
FCFS,1287,4232,87,214820,214907,210588,210675,210588
FCFS,7673,4232,1,214907,214908,210675,210676,210675
FCFS,3198,4232,72,214908,214980,210676,210748,210676
FCFS,5106,4232,39,214980,215019,210748,210787,210748
FCFS,9521,4233,50,215019,215069,210786,210836,210786
FCFS,886,4234,11,215069,215080,210835,210846,210835
FCFS,3980,4234,13,215080,215093,210846,210859,210846
FCFS,8006,4234,58,215093,215151,210859,210917,210859
FCFS,7020,4235,48,215151,215199,210916,210964,210916
FCFS,3937,4236,34,215199,215233,210963,210997,210963
FCFS,3096,4236,52,215233,215285,210997,211049,210997
FCFS,9414,4238,67,215285,215352,211047,211114,211047
FCFS,5587,4239,68,215352,215420,211113,211181,211113
FCFS,9114,4239,73,215420,215493,211181,211254,211181
FCFS,8364,4240,55,215493,215548,211253,211308,211253
FCFS,7373,4241,52,215548,215600,211307,211359,211307
FCFS,8973,4242,13,215600,215613,211358,211371,211358
FCFS,1133,4242,94,215613,215707,211371,211465,211371
FCFS,1066,4243,19,215707,215726,211464,211483,211464
FCFS,6040,4243,40,215726,215766,211483,211523,211483
FCFS,8593,4243,5,215766,215771,211523,211528,211523
FCFS,4530,4247,36,215771,215807,211524,211560,211524
FCFS,5487,4248,35,215807,215842,211559,211594,211559
FCFS,2691,4249,32,215842,215874,211593,211625,211593
FCFS,423,4249,32,215874,215906,211625,211657,211625
FCFS,4082,4251,22,215906,215928,211655,211677,211655
FCFS,9729,4253,25,215928,215953,211675,211700,211675
FCFS,1980,4255,6,215953,215959,211698,211704,211698
FCFS,3050,4258,4,215959,215963,211701,211705,211701
FCFS,2069,4259,21,215963,215984,211704,211725,211704
FCFS,7733,4259,79,215984,216063,211725,211804,211725
FCFS,7996,4260,9,216063,216072,211803,211812,211803
FCFS,2475,4260,53,216072,216125,211812,211865,211812
FCFS,7828,4261,84,216125,216209,211864,211948,211864
FCFS,727,4261,26,216209,216235,211948,211974,211948
FCFS,9250,4261,35,216235,216270,211974,212009,211974
FCFS,9646,4261,42,216270,216312,212009,212051,212009
FCFS,9212,4262,78,216312,216390,212050,212128,212050
FCFS,9948,4262,14,216390,216404,212128,212142,212128
FCFS,1187,4263,6,216404,216410,212141,212147,212141
FCFS,7153,4264,7,216410,216417,212146,212153,212146
FCFS,8266,4264,71,216417,216488,212153,212224,212153
FCFS,4722,4266,89,216488,216577,212222,212311,212222
FCFS,5654,4267,19,216577,216596,212310,212329,212310
FCFS,585,4268,68,216596,216664,212328,212396,212328
FCFS,9239,4268,83,216664,216747,212396,212479,212396
FCFS,2153,4268,30,216747,216777,212479,212509,212479
FCFS,5312,4270,91,216777,216868,212507,212598,212507
FCFS,5378,4270,36,216868,216904,212598,212634,212598
FCFS,7007,4271,53,216904,216957,212633,212686,212633
FCFS,6013,4272,15,216957,216972,212685,212700,212685
FCFS,6617,4273,61,216972,217033,212699,212760,212699
FCFS,6092,4275,24,217033,217057,212758,212782,212758
FCFS,3519,4276,61,217057,217118,212781,212842,212781
FCFS,9999,4276,72,217118,217190,212842,212914,212842
FCFS,7852,4277,10,217190,217200,212913,212923,212913
FCFS,6345,4277,80,217200,217280,212923,213003,212923
FCFS,1311,4278,69,217280,217349,213002,213071,213002
FCFS,4904,4282,46,217349,217395,213067,213113,213067
FCFS,209,4282,12,217395,217407,213113,213125,213113
FCFS,2430,4283,12,217407,217419,213124,213136,213124
FCFS,5778,4284,9,217419,217428,213135,213144,213135
FCFS,6820,4284,20,217428,217448,213144,213164,213144
FCFS,9081,4284,9,217448,217457,213164,213173,213164
FCFS,2238,4285,50,217457,217507,213172,213222,213172
FCFS,1445,4286,54,217507,217561,213221,213275,213221
FCFS,8744,4287,57,217561,217618,213274,213331,213274
FCFS,4586,4287,51,217618,217669,213331,213382,213331
FCFS,3602,4287,16,217669,217685,213382,213398,213382
FCFS,8218,4287,8,217685,217693,213398,213406,213398
FCFS,872,4289,88,217693,217781,213404,213492,213404
FCFS,4078,4290,54,217781,217835,213491,213545,213491
FCFS,4849,4290,53,217835,217888,213545,213598,213545
FCFS,9778,4292,88,217888,217976,213596,213684,213596
FCFS,1757,4293,36,217976,218012,213683,213719,213683
FCFS,66,4297,18,218012,218030,213715,213733,213715
FCFS,8820,4298,83,218030,218113,213732,213815,213732
FCFS,4584,4298,21,218113,218134,213815,213836,213815
FCFS,8070,4298,2,218134,218136,213836,213838,213836
FCFS,9278,4299,24,218136,218160,213837,213861,213837
FCFS,8674,4299,52,218160,218212,213861,213913,213861
FCFS,8871,4300,99,218212,218311,213912,214011,213912
FCFS,748,4300,57,218311,218368,214011,214068,214011
FCFS,8854,4302,58,218368,218426,214066,214124,214066
FCFS,6813,4305,13,218426,218439,214121,214134,214121
FCFS,5107,4306,9,218439,218448,214133,214142,214133
FCFS,3530,4307,27,218448,218475,214141,214168,214141
FCFS,6353,4310,1,218475,218476,214165,214166,214165
FCFS,6884,4311,3,218476,218479,214165,214168,214165
FCFS,8077,4311,93,218479,218572,214168,214261,214168
FCFS,1435,4311,58,218572,218630,214261,214319,214261
FCFS,9042,4311,8,218630,218638,214319,214327,214319
FCFS,572,4312,25,218638,218663,214326,214351,214326
FCFS,5592,4312,25,218663,218688,214351,214376,214351
FCFS,6298,4314,10,218688,218698,214374,214384,214374
FCFS,3499,4316,43,218698,218741,214382,214425,214382
FCFS,7415,4317,50,218741,218791,214424,214474,214424
FCFS,2878,4318,16,218791,218807,214473,214489,214473
FCFS,4864,4319,78,218807,218885,214488,214566,214488
FCFS,8261,4320,46,218885,218931,214565,214611,214565
FCFS,9573,4320,67,218931,218998,214611,214678,214611
FCFS,8880,4321,17,218998,219015,214677,214694,214677
FCFS,5925,4321,70,219015,219085,214694,214764,214694
FCFS,5327,4321,15,219085,219100,214764,214779,214764
FCFS,4477,4322,93,219100,219193,214778,214871,214778
FCFS,8436,4323,93,219193,219286,214870,214963,214870
FCFS,860,4324,98,219286,219384,214962,215060,214962
FCFS,7282,4326,7,219384,219391,215058,215065,215058
FCFS,7759,4326,64,219391,219455,215065,215129,215065
FCFS,5603,4327,42,219455,219497,215128,215170,215128
FCFS,2281,4330,67,219497,219564,215167,215234,215167
FCFS,547,4330,69,219564,219633,215234,215303,215234
FCFS,9684,4330,40,219633,219673,215303,215343,215303
FCFS,8254,4331,78,219673,219751,215342,215420,215342
FCFS,4275,4331,30,219751,219781,215420,215450,215420
FCFS,8949,4332,87,219781,219868,215449,215536,215449
FCFS,6503,4332,33,219868,219901,215536,215569,215536
FCFS,4077,4334,62,219901,219963,215567,215629,215567
FCFS,7761,4335,58,219963,220021,215628,215686,215628
FCFS,5453,4340,66,220021,220087,215681,215747,215681
FCFS,2948,4340,19,220087,220106,215747,215766,215747
FCFS,1325,4346,97,220106,220203,215760,215857,215760
FCFS,8688,4348,50,220203,220253,215855,215905,215855
FCFS,9925,4349,35,220253,220288,215904,215939,215904
FCFS,2096,4349,48,220288,220336,215939,215987,215939
FCFS,9742,4350,15,220336,220351,215986,216001,215986
FCFS,7129,4350,69,220351,220420,216001,216070,216001
FCFS,6663,4354,36,220420,220456,216066,216102,216066
FCFS,6705,4354,41,220456,220497,216102,216143,216102
FCFS,9411,4354,39,220497,220536,216143,216182,216143
FCFS,9541,4355,9,220536,220545,216181,216190,216181
FCFS,1712,4356,5,220545,220550,216189,216194,216189
FCFS,3590,4357,94,220550,220644,216193,216287,216193
FCFS,7923,4357,29,220644,220673,216287,216316,216287
FCFS,1957,4358,60,220673,220733,216315,216375,216315
FCFS,521,4360,7,220733,220740,216373,216380,216373
FCFS,1336,4361,84,220740,220824,216379,216463,216379
FCFS,5129,4362,77,220824,220901,216462,216539,216462
FCFS,7291,4362,94,220901,220995,216539,216633,216539
FCFS,704,4363,19,220995,221014,216632,216651,216632
FCFS,2590,4364,64,221014,221078,216650,216714,216650
FCFS,8631,4365,32,221078,221110,216713,216745,216713
FCFS,8561,4366,58,221110,221168,216744,216802,216744
FCFS,6836,4366,83,221168,221251,216802,216885,216802
FCFS,5829,4368,91,221251,221342,216883,216974,216883
FCFS,9271,4368,90,221342,221432,216974,217064,216974
FCFS,6011,4368,1,221432,221433,217064,217065,217064
FCFS,3466,4369,82,221433,221515,217064,217146,217064
FCFS,3804,4370,35,221515,221550,217145,217180,217145
FCFS,9220,4370,68,221550,221618,217180,217248,217180
FCFS,6499,4372,69,221618,221687,217246,217315,217246
FCFS,9810,4374,60,221687,221747,217313,217373,217313
FCFS,7139,4376,29,221747,221776,217371,217400,217371
FCFS,2776,4378,41,221776,221817,217398,217439,217398
FCFS,6525,4378,32,221817,221849,217439,217471,217439
FCFS,7270,4378,51,221849,221900,217471,217522,217471
FCFS,6318,4379,60,221900,221960,217521,217581,217521
FCFS,1058,4380,41,221960,222001,217580,217621,217580
FCFS,468,4380,40,222001,222041,217621,217661,217621
FCFS,7585,4381,46,222041,222087,217660,217706,217660
FCFS,8813,4382,60,222087,222147,217705,217765,217705
FCFS,4174,4383,36,222147,222183,217764,217800,217764
FCFS,3906,4384,8,222183,222191,217799,217807,217799
FCFS,5194,4386,23,222191,222214,217805,217828,217805
FCFS,1349,4388,26,222214,222240,217826,217852,217826
FCFS,198,4389,13,222240,222253,217851,217864,217851
FCFS,8689,4390,60,222253,222313,217863,217923,217863
FCFS,3945,4390,26,222313,222339,217923,217949,217923
FCFS,8396,4392,76,222339,222415,217947,218023,217947
FCFS,9768,4394,16,222415,222431,218021,218037,218021
FCFS,8694,4394,15,222431,222446,218037,218052,218037
FCFS,3747,4396,45,222446,222491,218050,218095,218050
FCFS,5208,4399,16,222491,222507,218092,218108,218092
FCFS,1862,4399,60,222507,222567,218108,218168,218108
FCFS,6346,4402,25,222567,222592,218165,218190,218165
FCFS,6977,4402,26,222592,222618,218190,218216,218190
FCFS,3317,4402,51,222618,222669,218216,218267,218216
FCFS,9832,4403,8,222669,222677,218266,218274,218266
FCFS,4357,4405,81,222677,222758,218272,218353,218272
FCFS,2042,4406,47,222758,222805,218352,218399,218352
FCFS,3648,4408,68,222805,222873,218397,218465,218397
FCFS,9937,4408,8,222873,222881,218465,218473,218465
FCFS,8109,4409,34,222881,222915,218472,218506,218472
FCFS,9588,4412,97,222915,223012,218503,218600,218503
FCFS,163,4413,63,223012,223075,218599,218662,218599
FCFS,9894,4414,46,223075,223121,218661,218707,218661
FCFS,7462,4415,3,223121,223124,218706,218709,218706
FCFS,8084,4416,58,223124,223182,218708,218766,218708
FCFS,7920,4418,99,223182,223281,218764,218863,218764
FCFS,9955,4419,57,223281,223338,218862,218919,218862
FCFS,7634,4419,92,223338,223430,218919,219011,218919
FCFS,6639,4421,89,223430,223519,219009,219098,219009
FCFS,1072,4422,37,223519,223556,219097,219134,219097
FCFS,3455,4422,24,223556,223580,219134,219158,219134
FCFS,7144,4423,69,223580,223649,219157,219226,219157
FCFS,3245,4424,97,223649,223746,219225,219322,219225
FCFS,1130,4425,56,223746,223802,219321,219377,219321
FCFS,3320,4426,13,223802,223815,219376,219389,219376
FCFS,3796,4426,52,223815,223867,219389,219441,219389
FCFS,8,4426,55,223867,223922,219441,219496,219441
FCFS,4996,4427,18,223922,223940,219495,219513,219495
FCFS,6432,4428,48,223940,223988,219512,219560,219512
FCFS,9115,4428,60,223988,224048,219560,219620,219560
FCFS,1284,4430,51,224048,224099,219618,219669,219618
FCFS,1871,4431,48,224099,224147,219668,219716,219668
FCFS,8969,4431,30,224147,224177,219716,219746,219716
FCFS,2363,4431,90,224177,224267,219746,219836,219746
FCFS,790,4432,26,224267,224293,219835,219861,219835
FCFS,6803,4433,84,224293,224377,219860,219944,219860
FCFS,264,4433,42,224377,224419,219944,219986,219944
FCFS,3975,4434,23,224419,224442,219985,220008,219985
FCFS,1341,4435,98,224442,224540,220007,220105,220007
FCFS,5718,4435,63,224540,224603,220105,220168,220105
FCFS,2046,4437,10,224603,224613,220166,220176,220166
FCFS,7955,4439,13,224613,224626,220174,220187,220174
FCFS,7408,4439,24,224626,224650,220187,220211,220187
FCFS,4579,4440,44,224650,224694,220210,220254,220210
FCFS,1802,4440,70,224694,224764,220254,220324,220254
FCFS,5162,4443,45,224764,224809,220321,220366,220321
FCFS,2010,4443,33,224809,224842,220366,220399,220366
FCFS,3440,4444,85,224842,224927,220398,220483,220398
FCFS,1892,4445,90,224927,225017,220482,220572,220482
FCFS,1005,4451,20,225017,225037,220566,220586,220566
FCFS,6310,4452,70,225037,225107,220585,220655,220585
FCFS,437,4452,44,225107,225151,220655,220699,220655
FCFS,6852,4453,15,225151,225166,220698,220713,220698
FCFS,3697,4456,27,225166,225193,220710,220737,220710
FCFS,2942,4458,84,225193,225277,220735,220819,220735
FCFS,3829,4458,54,225277,225331,220819,220873,220819
FCFS,7788,4458,26,225331,225357,220873,220899,220873
FCFS,8735,4460,89,225357,225446,220897,220986,220897
FCFS,4126,4460,59,225446,225505,220986,221045,220986
FCFS,391,4465,35,225505,225540,221040,221075,221040
FCFS,7521,4466,75,225540,225615,221074,221149,221074
FCFS,6880,4468,96,225615,225711,221147,221243,221147
FCFS,631,4468,4,225711,225715,221243,221247,221243
FCFS,1784,4470,63,225715,225778,221245,221308,221245
FCFS,5552,4471,63,225778,225841,221307,221370,221307
FCFS,4831,4471,62,225841,225903,221370,221432,221370
FCFS,1556,4473,60,225903,225963,221430,221490,221430
FCFS,7272,4474,72,225963,226035,221489,221561,221489
FCFS,5521,4476,92,226035,226127,221559,221651,221559
FCFS,8408,4477,82,226127,226209,221650,221732,221650
FCFS,8747,4477,28,226209,226237,221732,221760,221732
FCFS,4150,4478,69,226237,226306,221759,221828,221759
FCFS,4392,4478,15,226306,226321,221828,221843,221828
FCFS,5588,4479,23,226321,226344,221842,221865,221842
FCFS,8182,4480,91,226344,226435,221864,221955,221864
FCFS,2137,4481,82,226435,226517,221954,222036,221954
FCFS,4380,4482,58,226517,226575,222035,222093,222035
FCFS,5692,4482,74,226575,226649,222093,222167,222093
FCFS,9088,4482,26,226649,226675,222167,222193,222167
FCFS,9083,4483,78,226675,226753,222192,222270,222192
FCFS,4662,4485,85,226753,226838,222268,222353,222268
FCFS,4469,4485,37,226838,226875,222353,222390,222353
FCFS,5717,4487,94,226875,226969,222388,222482,222388
FCFS,120,4488,4,226969,226973,222481,222485,222481
FCFS,8860,4490,15,226973,226988,222483,222498,222483
FCFS,7842,4491,6,226988,226994,222497,222503,222497
FCFS,8413,4491,41,226994,227035,222503,222544,222503
FCFS,530,4491,93,227035,227128,222544,222637,222544
FCFS,7530,4491,4,227128,227132,222637,222641,222637
FCFS,1146,4491,55,227132,227187,222641,222696,222641
FCFS,2812,4492,39,227187,227226,222695,222734,222695
FCFS,7107,4492,88,227226,227314,222734,222822,222734
FCFS,514,4492,27,227314,227341,222822,222849,222822
FCFS,3279,4493,77,227341,227418,222848,222925,222848
FCFS,5831,4493,63,227418,227481,222925,222988,222925
FCFS,2707,4493,58,227481,227539,222988,223046,222988
FCFS,270,4493,75,227539,227614,223046,223121,223046
FCFS,3035,4494,86,227614,227700,223120,223206,223120
FCFS,1355,4494,50,227700,227750,223206,223256,223206
FCFS,358,4495,51,227750,227801,223255,223306,223255
FCFS,277,4496,45,227801,227846,223305,223350,223305
FCFS,1298,4497,58,227846,227904,223349,223407,223349
FCFS,6225,4497,13,227904,227917,223407,223420,223407
FCFS,7618,4498,88,227917,228005,223419,223507,223419
FCFS,249,4499,24,228005,228029,223506,223530,223506
FCFS,4101,4500,35,228029,228064,223529,223564,223529
FCFS,4627,4500,49,228064,228113,223564,223613,223564
FCFS,6115,4500,36,228113,228149,223613,223649,223613
FCFS,9199,4503,50,228149,228199,223646,223696,223646
FCFS,3921,4507,55,228199,228254,223692,223747,223692
FCFS,6877,4507,52,228254,228306,223747,223799,223747
FCFS,8740,4507,10,228306,228316,223799,223809,223799
FCFS,8042,4508,98,228316,228414,223808,223906,223808
FCFS,9829,4511,3,228414,228417,223903,223906,223903
FCFS,8587,4512,78,228417,228495,223905,223983,223905
FCFS,4440,4512,70,228495,228565,223983,224053,223983
FCFS,9208,4512,65,228565,228630,224053,224118,224053
FCFS,8927,4512,69,228630,228699,224118,224187,224118
FCFS,8914,4515,2,228699,228701,224184,224186,224184
FCFS,5206,4516,87,228701,228788,224185,224272,224185
FCFS,6290,4516,31,228788,228819,224272,224303,224272
FCFS,6118,4517,96,228819,228915,224302,224398,224302
FCFS,2125,4517,73,228915,228988,224398,224471,224398
FCFS,8280,4521,67,228988,229055,224467,224534,224467
FCFS,5953,4522,98,229055,229153,224533,224631,224533
FCFS,9402,4522,25,229153,229178,224631,224656,224631
FCFS,3200,4523,47,229178,229225,224655,224702,224655
FCFS,4641,4524,96,229225,229321,224701,224797,224701
FCFS,4696,4524,37,229321,229358,224797,224834,224797
FCFS,5286,4524,81,229358,229439,224834,224915,224834
FCFS,1082,4524,46,229439,229485,224915,224961,224915
FCFS,6369,4524,55,229485,229540,224961,225016,224961
FCFS,8909,4529,88,229540,229628,225011,225099,225011
FCFS,4197,4529,18,229628,229646,225099,225117,225099
FCFS,8920,4529,65,229646,229711,225117,225182,225117
FCFS,717,4530,57,229711,229768,225181,225238,225181
FCFS,5446,4530,14,229768,229782,225238,225252,225238
FCFS,6223,4530,61,229782,229843,225252,225313,225252
FCFS,2217,4531,66,229843,229909,225312,225378,225312
FCFS,7430,4532,25,229909,229934,225377,225402,225377
FCFS,6971,4534,24,229934,229958,225400,225424,225400
FCFS,5398,4534,40,229958,229998,225424,225464,225424
FCFS,5002,4535,88,229998,230086,225463,225551,225463
FCFS,9233,4535,36,230086,230122,225551,225587,225551
FCFS,8878,4537,5,230122,230127,225585,225590,225585
FCFS,8706,4537,69,230127,230196,225590,225659,225590
FCFS,4591,4538,6,230196,230202,225658,225664,225658
FCFS,7905,4538,15,230202,230217,225664,225679,225664
FCFS,3557,4538,72,230217,230289,225679,225751,225679
FCFS,5417,4539,95,230289,230384,225750,225845,225750
FCFS,8277,4541,82,230384,230466,225843,225925,225843
FCFS,7188,4541,34,230466,230500,225925,225959,225925
FCFS,9967,4541,84,230500,230584,225959,226043,225959
FCFS,7946,4542,77,230584,230661,226042,226119,226042
FCFS,8069,4543,50,230661,230711,226118,226168,226118
FCFS,1469,4543,70,230711,230781,226168,226238,226168
FCFS,696,4544,20,230781,230801,226237,226257,226237
FCFS,3902,4545,81,230801,230882,226256,226337,226256
FCFS,1122,4547,79,230882,230961,226335,226414,226335
FCFS,241,4548,55,230961,231016,226413,226468,226413
FCFS,9984,4549,64,231016,231080,226467,226531,226467
FCFS,7201,4550,71,231080,231151,226530,226601,226530
FCFS,6854,4551,78,231151,231229,226600,226678,226600
FCFS,4740,4552,40,231229,231269,226677,226717,226677
FCFS,3318,4552,44,231269,231313,226717,226761,226717
FCFS,6164,4555,53,231313,231366,226758,226811,226758
FCFS,1714,4555,64,231366,231430,226811,226875,226811
FCFS,279,4555,80,231430,231510,226875,226955,226875
FCFS,19,4555,26,231510,231536,226955,226981,226955
FCFS,3493,4557,74,231536,231610,226979,227053,226979
FCFS,2285,4558,77,231610,231687,227052,227129,227052
FCFS,3655,4559,3,231687,231690,227128,227131,227128
FCFS,8630,4559,49,231690,231739,227131,227180,227131
FCFS,9137,4562,45,231739,231784,227177,227222,227177
FCFS,4966,4563,38,231784,231822,227221,227259,227221
FCFS,5791,4565,64,231822,231886,227257,227321,227257
FCFS,6775,4566,54,231886,231940,227320,227374,227320
FCFS,8144,4566,69,231940,232009,227374,227443,227374
FCFS,4871,4566,49,232009,232058,227443,227492,227443
FCFS,1145,4566,21,232058,232079,227492,227513,227492
FCFS,6394,4567,95,232079,232174,227512,227607,227512
FCFS,4511,4567,14,232174,232188,227607,227621,227607
FCFS,5770,4567,58,232188,232246,227621,227679,227621
FCFS,8953,4568,66,232246,232312,227678,227744,227678
FCFS,7076,4569,61,232312,232373,227743,227804,227743
FCFS,1490,4569,94,232373,232467,227804,227898,227804
FCFS,3503,4570,45,232467,232512,227897,227942,227897
FCFS,5041,4571,78,232512,232590,227941,228019,227941
FCFS,6412,4573,64,232590,232654,228017,228081,228017
FCFS,6097,4575,33,232654,232687,228079,228112,228079
FCFS,5500,4576,97,232687,232784,228111,228208,228111
FCFS,2028,4576,72,232784,232856,228208,228280,228208
FCFS,9421,4576,31,232856,232887,228280,228311,228280
FCFS,2745,4577,78,232887,232965,228310,228388,228310
FCFS,9651,4578,73,232965,233038,228387,228460,228387
FCFS,2640,4578,77,233038,233115,228460,228537,228460
FCFS,3313,4579,61,233115,233176,228536,228597,228536
FCFS,7597,4581,21,233176,233197,228595,228616,228595
FCFS,6038,4582,74,233197,233271,228615,228689,228615
FCFS,2257,4583,21,233271,233292,228688,228709,228688
FCFS,9323,4584,65,233292,233357,228708,228773,228708
FCFS,7915,4584,98,233357,233455,228773,228871,228773
FCFS,1763,4585,72,233455,233527,228870,228942,228870
FCFS,4810,4586,36,233527,233563,228941,228977,228941
FCFS,9825,4587,56,233563,233619,228976,229032,228976
FCFS,5572,4588,45,233619,233664,229031,229076,229031
FCFS,4260,4589,14,233664,233678,229075,229089,229075
FCFS,4639,4591,19,233678,233697,229087,229106,229087
FCFS,3547,4591,77,233697,233774,229106,229183,229106
FCFS,2157,4592,97,233774,233871,229182,229279,229182
FCFS,5940,4593,28,233871,233899,229278,229306,229278
FCFS,8884,4593,84,233899,233983,229306,229390,229306
FCFS,4132,4594,21,233983,234004,229389,229410,229389
FCFS,3654,4595,99,234004,234103,229409,229508,229409
FCFS,2682,4596,28,234103,234131,229507,229535,229507
FCFS,6869,4597,19,234131,234150,229534,229553,229534
FCFS,7837,4598,6,234150,234156,229552,229558,229552
FCFS,6630,4598,97,234156,234253,229558,229655,229558
FCFS,1703,4599,59,234253,234312,229654,229713,229654
FCFS,7263,4601,74,234312,234386,229711,229785,229711
FCFS,5489,4603,22,234386,234408,229783,229805,229783
FCFS,5054,4603,85,234408,234493,229805,229890,229805
